Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Rohin_Shah_Blurb
CD8ANBSK,journalArticle,2017,"Baum, Seth D.","The Social Science of Computerized Brains – Review of The Age of Em: Work, Love, and Life When Robots Rule the Earth by Robin Hanson (Oxford University Press, 2016)",Futures,,163287,10.1016/j.futures.2017.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0016328716302518,,2017-06,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:52:35,61-63,,,90,,Futures,The Social Science of Computerized Brains – Review of The Age of Em,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000000,,,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X38XZZ28,journalArticle,2014,"Baum, Seth D",The great downside dilemma for risky emerging technologies,Physica Scripta,,"0031-8949, 1402-4896",10.1088/0031-8949/89/12/128004,http://stacks.iop.org/1402-4896/89/i=12/a=128004?key=crossref.f5938bc78a3023d740968f020cfa9970,,2014-12-01,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:49:17,128004,,12,89,,Phys. Scr.,,,,,,,,,,,,,DOI.org (Crossref),,ZSCC: 0000025,,/Users/jacquesthibodeau/Zotero/storage/4B6SN7S9/Baum - 2014 - The great downside dilemma for risky emerging tech.pdf,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4NNMI86Z,journalArticle,2015,"Baum, Seth D.",The far future argument for confronting catastrophic threats to humanity: Practical significance and alternatives,Futures,,163287,10.1016/j.futures.2015.03.001,https://linkinghub.elsevier.com/retrieve/pii/S0016328715000312,,2015-09,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:45:25,86-96,,,72,,Futures,The far future argument for confronting catastrophic threats to humanity,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000025,,,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8KFKUZ2,journalArticle,2013,"Baum, Seth D.; Wilson, Grant S.",The Ethics of Global Catastrophic Risk from Dual-Use Bioengineering,"Ethics in Biology, Engineering and Medicine",,2151-805X,10.1615/EthicsBiologyEngMed.2013007629,"http://www.dl.begellhouse.com/journals/6ed509641f7324e6,709fef245eef4861,06d520d747a5c0d1.html",,2013,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:49:31,59-72,,1,4,,Ethics Biology Eng Med,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000007,,,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFRENGDG,journalArticle,2018,"Baum, Seth D.",Reconciliation between factions focused on near-term and long-term artificial intelligence,AI & Society,,,,,,2018,2022-01-30 4:55:20,2022-01-30 4:55:20,,565–572,,4,33,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000034,,/Users/jacquesthibodeau/Zotero/storage/Q3E37524/Baum - 2018 - Reconciliation between factions focused on near-te.pdf; /Users/jacquesthibodeau/Zotero/storage/VRCUNE3P/s00146-017-0734-3.html,,MetaSafety; GCRI,Artificial Intelligence; Artificial General Intelligence; Artificial Superintelligence; Long-Term Artificial Intelligence; Near-Term Artificial Intelligence; Societal Impacts of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP8S2RZK,journalArticle,2020,"Baum, Seth D.",Quantifying the probability of existential catastrophe: A reply to Beard et al.,Futures,,0016-3287,10.1016/j.futures.2020.102608,http://www.sciencedirect.com/science/article/pii/S0016328720300987,"A recent article by Beard, Rowe, and Fox (BRF) evaluates ten methodologies for quantifying the probability of existential catastrophe. This article builds on BRF’s valuable contribution. First, this article describes the conceptual and mathematical relationship between the probability of existential catastrophe and the severity of events that could result in existential catastrophe. It discusses complications in this relationship arising from catastrophes occurring at different speeds and from multiple concurrent catastrophes. Second, this article revisits the ten BRF methodologies, finding an inverse relationship between a methodology’s ease of use and the quality of results it produces—in other words, achieving a higher quality of analysis will in general require a larger investment in analysis. Third, the manuscript discusses the role of probability quantification in the management of existential risks, describing why the probability is only sometimes needed for decision-making and arguing that analyses should support real-world risk management decisions and not just be academic exercises. If the findings of this article are taken into account, together with BRF’s evaluations of specific methodologies, then risk analyses of existential catastrophe may tend to be more successful at understanding and reducing the risks.",2020-10-01,2022-01-30 4:55:20,2022-01-30 4:55:20,2020-12-19 3:08:57,102608,,,123,,Futures,Quantifying the probability of existential catastrophe,,,,,,,en,,,,,ScienceDirect,,ZSCC: 0000002,,/Users/jacquesthibodeau/Zotero/storage/TFM6GRAD/S0016328720300987.html,,MetaSafety; AmbiguosSafety; GCRI,Existential risk; Global catastrophic risk; Probability; Risk analysis; Severity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58XWHNKX,journalArticle,2019,"Baum, Seth D.",Preparing for the unthinkable,Science,,"0036-8075, 1095-9203",10.1126/science.aay4219,http://www.sciencemag.org/lookup/doi/10.1126/science.aay4219,,2019-09-20,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:51:12,1254-1254,,6459,365,,Science,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000000,,,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIJHCRX3,journalArticle,2017,"Baum, Seth D.",On the promotion of safe and socially beneficial artificial intelligence,AI & Society,,"0951-5666, 1435-5655",10.1007/s00146-016-0677-0,http://link.springer.com/10.1007/s00146-016-0677-0,,2017-11,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:44:37,543-551,,4,32,,AI & Soc,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000080,,/Users/jacquesthibodeau/Zotero/storage/ZASDEGNA/papers.html,,MetaSafety; GCRI,artificial intelligence; artificial intelligence safety; beneficial artificial intelligence; social psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA98S3JN,journalArticle,2017,"Barrett, Anthony Michael",Value of Global Catastrophic Risk (GCR) Information: Cost-Effectiveness-Based Approach for GCR Reduction,Decision Analysis,,"1545-8490, 1545-8504",10.1287/deca.2017.0350,http://pubsonline.informs.org/doi/10.1287/deca.2017.0350,,2017-09,2022-01-30 4:55:20,2022-01-30 4:55:20,2019-12-16 2:44:44,187-203,,3,14,,Decision Analysis,Value of Global Catastrophic Risk (GCR) Information,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000009,,/Users/jacquesthibodeau/Zotero/storage/26R7JATJ/Barrett - 2017 - Value of Global Catastrophic Risk (GCR) Informatio.pdf,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS8HKV3N,journalArticle,2018,"Baum, Seth",Superintelligence skepticism as a political tool,Information,,,,,,2018,2022-01-30 4:55:20,2022-01-30 4:55:20,,209,,9,9,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000019,,/Users/jacquesthibodeau/Zotero/storage/GTRGDFM2/Baum - 2018 - Superintelligence skepticism as a political tool.pdf; /Users/jacquesthibodeau/Zotero/storage/NRXVDB2J/Baum - 2018 - Superintelligence Skepticism as a Political Tool.pdf; /Users/jacquesthibodeau/Zotero/storage/IVKG4C2A/209.html,,MetaSafety; GCRI,artificial intelligence; skepticism; superintelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6VUTUU52,journalArticle,2020,"Baum, Seth D.",Social choice ethics in artificial intelligence,AI & Society,,"0951-5666, 1435-5655",10.1007/s00146-017-0760-1,http://link.springer.com/10.1007/s00146-017-0760-1,"A major approach to the ethics of artificial intelligence (AI) is to use social choice, in which the AI is designed to act according to the aggregate views of society. This is found in the AI ethics of “coherent extrapolated volition” and “bottom-up ethics”. This paper shows that the normative basis of AI social choice ethics is weak due to the fact that there is no one single aggregate ethical view of society. Instead, the design of social choice AI faces three sets of decisions: standing, concerning whose ethics views are included; measurement, concerning how their views are identified; and aggregation, concerning how individual views are combined to a single view that will guide AI behavior. These decisions must be made up front in the initial AI design—designers cannot “let the AI figure it out”. Each set of decisions poses difficult ethical dilemmas with major consequences for AI behavior, with some decision options yielding pathological or even catastrophic results. Furthermore, non-social choice ethics face similar issues, such as whether to count future generations or the AI itself. These issues can be more important than the question of whether or not to use social choice ethics. Attention should focus on these issues, not on social choice.",2020-03-01,2022-01-30 4:55:20,2022-01-30 4:55:20,2020-08-20 20:16:41,165-176,,1,35,,AI & Soc,,,,,,,,en,,,,,Springer Link,,ZSCC: 0000060,,/Users/jacquesthibodeau/Zotero/storage/5EKPE8IC/Baum - 2017 - Social Choice Ethics in Artificial Intelligence.pdf; /Users/jacquesthibodeau/Zotero/storage/NNB6BD38/Baum - 2020 - Social choice ethics in artificial intelligence.pdf; /Users/jacquesthibodeau/Zotero/storage/JZWAP722/papers.html,,MetaSafety; AmbiguosSafety; GCRI,artificial intelligence; bottom-up ethics; coherent extrapolated volition; ethics; social choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XC4B3IJS,journalArticle,2021,"Owe, Andrea; Baum, Seth D.",Moral consideration of nonhumans in the ethics of artificial intelligence,AI and Ethics,,"2730-5953, 2730-5961",10.1007/s43681-021-00065-0,https://link.springer.com/10.1007/s43681-021-00065-0,,2021-11,2022-01-30 4:55:20,2022-01-30 4:55:20,2021-10-31 19:21:16,517-528,,4,1,,AI Ethics,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000007,,/Users/jacquesthibodeau/Zotero/storage/BKTUR9DN/Owe and Baum - 2021 - Moral consideration of nonhumans in the ethics of .pdf,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEG34VHF,journalArticle,2013,"Wilson, Grant",Minimizing global catastrophic and existential risks from emerging technologies through international law,Va. Envtl. LJ,,,,,,2013,2022-01-30 4:55:19,2022-01-30 4:55:19,,307,,,31,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000049,,/Users/jacquesthibodeau/Zotero/storage/8UD9P888/LandingPage.html,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4UIDG8GK,journalArticle,2020,"Baum, Seth D.",Medium-Term Artificial Intelligence and Society,Information,,,10.3390/info11060290,https://www.mdpi.com/2078-2489/11/6/290,"There has been extensive attention to near-term and long-term AI technology and its accompanying societal issues, but the medium-term has gone largely overlooked. This paper develops the concept of medium-term AI, evaluates its importance, and analyzes some medium-term societal issues. Medium-term AI can be important in its own right and as a topic that can bridge the sometimes acrimonious divide between those who favor attention to near-term AI and those who prefer the long-term. The paper proposes the medium-term AI hypothesis: the medium-term is important from the perspectives of those who favor attention to near-term AI as well as those who favor attention to long-term AI. The paper analyzes medium-term AI in terms of governance institutions, collective action, corporate AI development, and military/national security communities. Across portions of these four areas, some support for the medium-term AI hypothesis is found, though in some cases the matter is unclear.",2020-06,2022-01-30 4:55:19,2022-01-30 4:55:19,2020-08-20 20:15:47,290,,6,11,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,ZSCC: 0000009  Number: 6 Publisher: Multidisciplinary Digital Publishing Institute,,/Users/jacquesthibodeau/Zotero/storage/DCX936S5/Baum - 2020 - Medium-Term Artificial Intelligence and Society.pdf; /Users/jacquesthibodeau/Zotero/storage/T5QSRRBW/290.html,,MetaSafety; GCRI,intermediate-term AI; long-term AI; medium-term AI; mid-term AI; near-term AI; societal implications of AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9D355IDI,journalArticle,2017,"White, Trevor N.; Baum, Seth D.",Liability For Present And Future Robotics Technology,Robot Ethics 2.0: From Autonomous Cars to Artificial Intelligence,,,,,,2017,2022-01-30 4:55:19,2022-01-30 4:55:19,,5,,,,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000009,,/Users/jacquesthibodeau/Zotero/storage/M4J3T437/books.html,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8AWD78V,journalArticle,2021,"de Neufville, Robert; Baum, Seth D.",Collective action on artificial intelligence: A primer and review,Technology in Society,,0160791X,10.1016/j.techsoc.2021.101649,https://linkinghub.elsevier.com/retrieve/pii/S0160791X2100124X,,2021-08,2022-01-30 4:55:19,2022-01-30 4:55:19,2021-10-31 19:22:17,101649,,,66,,Technology in Society,Collective action on artificial intelligence,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000004,,,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEU5BHGP,journalArticle,2021,"Owe, Andrea; Baum, Seth",Artificial Intelligence Needs Environmental Ethics,"Ethics, Policy, and Environment",,,,,,2021-11-14,2022-01-30 4:55:19,2022-01-30 4:55:19,,4,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000000,,/Users/jacquesthibodeau/Zotero/storage/SXDZ5JXB/Baum - Artificial Intelligence Needs Environmental Ethics.pdf,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2H4QGF9B,journalArticle,2017,"Baum, Seth; Barrett, Anthony; Yampolskiy, Roman V.",Modeling and interpreting expert disagreement about artificial superintelligence,Informatica,,,,,,2017,2022-01-30 4:55:19,2022-01-30 4:55:19,,419–428,,7,41,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000018,,/Users/jacquesthibodeau/Zotero/storage/KGZTRH7I/Baum et al. - 2017 - Modeling and interpreting expert disagreement abou.pdf; /Users/jacquesthibodeau/Zotero/storage/27KSX2XF/papers.html; /Users/jacquesthibodeau/Zotero/storage/8ENBDWVI/papers.html,,MetaSafety; GCRI,artificial intelligence; risk analysis; artificial superintelligence; expert disagreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKKJMH24,journalArticle,2021,"Baum, Seth; Owe, Andrea",From AI for People to AI for the World and the Universe,AI & Society,,,,,,2021-11-30,2022-01-30 4:55:19,2022-01-30 4:55:19,,3,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000000,,/Users/jacquesthibodeau/Zotero/storage/QXWKBC9Z/Baum - From AI for People to AI for the World and the Uni.pdf,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQF5DVFH,journalArticle,2018,"Baum, Seth",Countering Superintelligence Misinformation,Information,,,,,,2018,2022-01-30 4:55:19,2022-01-30 4:55:19,,244,,10,9,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000014,,/Users/jacquesthibodeau/Zotero/storage/JG6I57DX/Baum - 2018 - Countering Superintelligence Misinformation.pdf; /Users/jacquesthibodeau/Zotero/storage/BDEHJSEN/Baum - 2018 - Countering Superintelligence Misinformation.pdf; /Users/jacquesthibodeau/Zotero/storage/W7VRFICJ/244.html,,MetaSafety; GCRI,artificial intelligence; superintelligence; misinformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W6VMXGGZ,journalArticle,2021,"Cihon, Peter; Schuett, Jonas; Baum, Seth D.",Corporate Governance of Artificial Intelligence in the Public Interest,Information,,2078-2489,10.3390/info12070275,https://www.mdpi.com/2078-2489/12/7/275,"Corporations play a major role in artificial intelligence (AI) research, development, and deployment, with profound consequences for society. This paper surveys opportunities to improve how corporations govern their AI activities so as to better advance the public interest. The paper focuses on the roles of and opportunities for a wide range of actors inside the corporation—managers, workers, and investors—and outside the corporation—corporate partners and competitors, industry consortia, nonprofit organizations, the public, the media, and governments. Whereas prior work on multistakeholder AI governance has proposed dedicated institutions to bring together diverse actors and stakeholders, this paper explores the opportunities they have even in the absence of dedicated multistakeholder institutions. The paper illustrates these opportunities with many cases, including the participation of Google in the U.S. Department of Defense Project Maven; the publication of potentially harmful AI research by OpenAI, with input from the Partnership on AI; and the sale of facial recognition technology to law enforcement by corporations including Amazon, IBM, and Microsoft. These and other cases demonstrate the wide range of mechanisms to advance AI corporate governance in the public interest, especially when diverse actors work together.",2021-07-05,2022-01-30 4:55:19,2022-01-30 4:55:19,2021-10-31 19:21:54,275,,7,12,,Information,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000002,,/Users/jacquesthibodeau/Zotero/storage/63ATIFMI/Cihon et al. - 2021 - Corporate Governance of Artificial Intelligence in.pdf,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8HC9X6CU,journalArticle,2015,"Baum, Seth D.; Tonn, Bruce E.",Confronting future catastrophic threats to humanity,Futures,,163287,10.1016/j.futures.2015.08.004,https://linkinghub.elsevier.com/retrieve/pii/S0016328715001135,,2015-09,2022-01-30 4:55:19,2022-01-30 4:55:19,2019-12-16 2:52:43,1-3,,,72,,Futures,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000012,,,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJH97DIN,journalArticle,2020,"Baum, Seth D.",Artificial Interdisciplinarity: Artificial Intelligence for Research on Complex Societal Problems,Philosophy & Technology,,"2210-5433, 2210-5441",10.1007/s13347-020-00416-5,http://link.springer.com/10.1007/s13347-020-00416-5,"This paper considers the question: In what ways can artificial intelligence assist with interdisciplinary research for addressing complex societal problems and advancing the social good? Problems such as environmental protection, public health, and emerging technology governance do not fit neatly within traditional academic disciplines and therefore require an interdisciplinary approach. However, interdisciplinary research poses large cognitive challenges for human researchers that go beyond the substantial challenges of narrow disciplinary research. The challenges include epistemic divides between disciplines, the massive bodies of relevant literature, the peer review of work that integrates an eclectic mix of topics, and the transfer of interdisciplinary research insights from one problem to another. Artificial interdisciplinarity already helps with these challenges via search engines, recommendation engines, and automated content analysis. Future “strong artificial interdisciplinarity” based on human-level artificial general intelligence could excel at interdisciplinary research, but it may take a long time to develop and could pose major safety and ethical issues. Therefore, there is an important role for intermediate-term artificial interdisciplinarity systems that could make major contributions to addressing societal problems without the concerns associated with artificial general intelligence.",2020-07-16,2022-01-30 4:55:19,2022-01-30 4:55:19,2020-08-20 20:15:09,,,,,,Philos. Technol.,Artificial Interdisciplinarity,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000000,,/Users/jacquesthibodeau/Zotero/storage/89NP8X9J/Baum - 2020 - Artificial Interdisciplinarity Artificial Intelli.pdf,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVCGA76X,journalArticle,2021,"Galaz, Victor; Centeno, Miguel A.; Callahan, Peter W.; Causevic, Amar; Patterson, Thayer; Brass, Irina; Baum, Seth; Farber, Darryl; Fischer, Joern; Garcia, David; McPhearson, Timon; Jimenez, Daniel; King, Brian; Larcey, Paul; Levy, Karen","Artificial intelligence, systemic risks, and sustainability",Technology in Society,,0160791X,10.1016/j.techsoc.2021.101741,https://linkinghub.elsevier.com/retrieve/pii/S0160791X21002165,,2021-11,2022-01-30 4:55:19,2022-01-30 4:55:19,2021-10-31 19:21:00,101741,,,67,,Technology in Society,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: NoCitationData[s1]  ACC: 4,,"/Users/jacquesthibodeau/Zotero/storage/2HV437ZM/Galaz et al. - 2021 - Artificial intelligence, systemic risks, and susta.pdf",,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH67SMSJ,journalArticle,2021,"Cihon, Peter; Kleinaltenkamp, Moritz J.; Schuett, Jonas; Baum, Seth D.",AI CERTIFICATION: Advancing Ethical Practice by Reducing Information Asymmetries,IEEE Transactions on Technology and Society,,2637-6415,10.1109/TTS.2021.3077595,https://ieeexplore.ieee.org/document/9427056/,,2021,2022-01-30 4:55:18,2022-01-30 4:55:18,2021-10-31 19:21:42,1-1,,,,,IEEE Trans. Technol. Soc.,AI CERTIFICATION,,,,,,,,,,,,DOI.org (Crossref),,ZSCC: 0000006,,/Users/jacquesthibodeau/Zotero/storage/UE94D4B7/Cihon et al. - 2021 - AI CERTIFICATION Advancing Ethical Practice by Re.pdf,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS3J9WCB,journalArticle,2017,"Barrett, Anthony M.; Baum, Seth D.",A model of pathways to artificial superintelligence catastrophe for risk and decision analysis,Journal of Experimental & Theoretical Artificial Intelligence,,"0952-813X, 1362-3079",10.1080/0952813X.2016.1186228,https://www.tandfonline.com/doi/full/10.1080/0952813X.2016.1186228,,2017-03-04,2022-01-30 4:55:18,2022-01-30 4:55:18,2019-12-16 2:44:58,397-414,,2,29,,Journal of Experimental & Theoretical Artificial Intelligence,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000044,,/Users/jacquesthibodeau/Zotero/storage/JFIRRI9N/Barrett and Baum - 2017 - A model of pathways to artificial superintelligenc.pdf,,MetaSafety; GCRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIE4CQPT,journalArticle,2017,"Jilk, David J.",Conceptual-Linguistic Superintelligence,Informatica,,1854-3871,,http://www.informatica.si/index.php/informatica/article/view/1875,"We argue that artificial intelligence capable of sustaining an uncontrolled intelligence explosion must have a conceptual-linguistic faculty with substantial functional similarity to the human faculty. We then argue for three subsidiary claims: first, that detecting the presence of such a faculty will be an important indicator of imminent superintelligence; second, that such a superintelligence will, in creating further increases in intelligence, both face and consider the same sorts of existential risks that humans face today; third, that such a superintelligence is likely to assess and question its own values, purposes, and drives.",2017-12-27,2022-01-30 4:59:45,2022-01-30 4:59:45,2020-12-13 23:11:36,,,4,41,,,,,,,,,,en,"I assign to  Informatica ,  An International Journal of Computing and Informatics  (""Journal"") the copyright in the manuscript identified above and any additional material (figures, tables, illustrations, software or other information intended for publication) submitted as part of or as a supplement to the manuscript (""Paper"") in all forms and media throughout the world, in all languages, for the full term of copyright, effective when and if the article is accepted for publication. This transfer includes the right to reproduce and/or to distribute the Paper to other journals or digital libraries in electronic and online forms and systems.  I understand that I retain the rights to use the pre-prints, off-prints, accepted manuscript and published journal Paper for personal use, scholarly purposes and internal institutional use.  In certain cases, I can ask for retaining the publishing rights of the Paper. The Journal can permit or deny the request for publishing rights, to which I fully agree.  I declare that the submitted Paper is original, has been written by the stated authors and has not been published elsewhere nor is currently being considered for publication by any other journal and will not be submitted for such review while under review by this Journal.  The Paper contains no material that violates proprietary rights of any other person or entity. I have obtained written permission from copyright owners for any excerpts from copyrighted works that are included and have credited the sources in my article. I have informed the co-author(s) of the terms of this publishing agreement.           Copyright ©  Slovenian Society Informatika",,,,www.informatica.si,,ZSCC: 0000006  Number: 4,,/Users/jacquesthibodeau/Zotero/storage/QRMR33VP/Jilk - 2017 - Conceptual-Linguistic Superintelligence.pdf; /Users/jacquesthibodeau/Zotero/storage/KJZ6SVUS/1875.html; /Users/jacquesthibodeau/Zotero/storage/DQWGAKQA/1875.html,,TechSafety; Other-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH567DIV,journalArticle,2014,"Halpern, Joseph Y.; Pass, Rafael; Seeman, Lior",Decision Theory with Resource-Bounded Agents,Topics in Cognitive Science,,17568757,10.1111/tops.12088,http://doi.wiley.com/10.1111/tops.12088,,2014-04,2022-01-30 4:59:45,2022-01-30 4:59:45,2020-11-22 1:47:43,245-257,,2,6,,Top Cogn Sci,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000026,,/Users/jacquesthibodeau/Zotero/storage/C5BB6KK7/Halpern et al. - 2014 - Decision Theory with Resource-Bounded Agents.pdf,,TechSafety; Other-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6G5389AS,journalArticle,2006,"McLaren, B.M.","Computational Models of Ethical Reasoning: Challenges, Initial Steps, and Future Directions",IEEE Intelligent Systems,,1541-1672,10.1109/MIS.2006.67,http://ieeexplore.ieee.org/document/1667950/,,2006-07,2022-01-30 4:59:44,2022-01-30 4:59:44,2020-11-22 2:23:04,29-37,,4,21,,IEEE Intell. Syst.,Computational Models of Ethical Reasoning,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000103,,/Users/jacquesthibodeau/Zotero/storage/C22P6XNW/McLaren - 2006 - Computational Models of Ethical Reasoning Challen.pdf,,TechSafety; Other-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39KNIC5R,journalArticle,2020,"Turchin, Alexey; Denkenberger, David",Classification of global catastrophic risks connected with artificial intelligence,AI & Society,,0951-5666,10.1007/s00146-018-0845-5,https://link.springer.com/epdf/10.1007/s00146-018-0845-5,"A classification of the global catastrophic risks of AI is presented, along with a comprehensive list of previously identified risks. This classification allows the identification of several new risks. We show that at each level of AI’s intelligence power, separate types of possible catastrophes dominate. Our classification demonstrates that the field of AI risks is diverse, and includes many scenarios beyond the commonly discussed cases of a paperclip maximizer or robot-caused unemployment. Global catastrophic failure could happen at various levels of AI development, namely, (1) before it starts self-improvement, (2) during its takeoff, when it uses various instruments to escape its initial confinement, or (3) after it successfully takes over the world and starts to implement its goal system, which could be plainly unaligned, or feature-flawed friendliness. AI could also halt at later stages of its development either due to technical glitches or ontological problems. Overall, we identified around several dozen scenarios of AI-driven global catastrophe. The extent of this list illustrates that there is no one simple solution to the problem of AI safety, and that AI safety theory is complex and must be customized for each AI development level.",2020,2022-01-30 4:59:44,2022-01-30 4:59:44,2020-11-14 0:32:51,,,1,35,,,,,,,,,,en,,,,,www.readcube.com,,ZSCC: 0000071,,/Users/jacquesthibodeau/Zotero/storage/8EJZTBNT/Turchin and Denkenberger - 2020 - Classification of global catastrophic risks connec.pdf,,MetaSafety; Other-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
