Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date
XXX,journalArticle,2017,"Dylan Hadfield-Menell, Smitha Milli, Pieter Abbeel, Stuart Russell, Anca Dragan",Inverse Reward Design,,,,,http://arxiv.org/abs/1711.02827v2,"Autonomous agents optimize the reward function we give them. What they don't
know is how hard it is for us to design a reward function that actually
captures what we want. When designing the reward, we might think of some
specific training scenarios, and make sure that the reward will lead to the
right behavior in those scenarios. Inevitably, agents encounter new scenarios
(e.g., new types of terrain) where optimizing that same reward may lead to
undesired behavior. Our insight is that reward functions are merely
observations about what the designer actually wants, and that they should be
interpreted in the context in which they were designed. We introduce inverse
reward design (IRD) as the problem of inferring the true objective based on the
designed reward and the training MDP. We introduce approximate methods for
solving IRD problems, and use their solution to plan risk-averse behavior in
test MDPs. Empirical results suggest that this approach can help alleviate
negative side effects of misspecified reward functions and mitigate reward
hacking.",2022-11-13 15:59:24
XXX,journalArticle,2017,"Stuart Armstrong, Xavier O'Rorke",Good and safe uses of AI Oracles,,,,,http://arxiv.org/abs/1711.05541v5,"It is possible that powerful and potentially dangerous artificial
intelligence (AI) might be developed in the future. An Oracle is a design which
aims to restrain the impact of a potentially dangerous AI by restricting the
agent to no actions besides answering questions. Unfortunately, most Oracles
will be motivated to gain more control over the world by manipulating users
through the content of their answers, and Oracles of potentially high
intelligence might be very successful at this
\citep{DBLP:journals/corr/AlfonsecaCACAR16}. In this paper we present two
designs for Oracles which, even under pessimistic assumptions, will not
manipulate their users into releasing them and yet will still be incentivised
to provide their users with helpful answers. The first design is the
counterfactual Oracle -- which choses its answer as if it expected nobody to
ever read it. The second design is the low-bandwidth Oracle -- which is limited
by the quantity of information it can transmit.",2022-11-13 15:59:25
XXX,journalArticle,2017,"Housam Khalifa Bashier Babiker, Randy Goebel",Using KL-divergence to focus Deep Visual Explanation,,,,,http://arxiv.org/abs/1711.06431v2,"We present a method for explaining the image classification predictions of
deep convolution neural networks, by highlighting the pixels in the image which
influence the final class prediction. Our method requires the identification of
a heuristic method to select parameters hypothesized to be most relevant in
this prediction, and here we use Kullback-Leibler divergence to provide this
focus. Overall, our approach helps in understanding and interpreting deep
network predictions and we hope contributes to a foundation for such
understanding of deep learning networks. In this brief paper, our experiments
evaluate the performance of two popular networks in this context of
interpretability.",2022-11-13 15:59:25
XXX,journalArticle,2017,"Daniel Levy, Stefano Ermon",Deterministic Policy Optimization by Combining Pathwise and Score Function Estimators for Discrete Action Spaces,,,,,http://arxiv.org/abs/1711.08068v1,"Policy optimization methods have shown great promise in solving complex
reinforcement and imitation learning tasks. While model-free methods are
broadly applicable, they often require many samples to optimize complex
policies. Model-based methods greatly improve sample-efficiency but at the cost
of poor generalization, requiring a carefully handcrafted model of the system
dynamics for each task. Recently, hybrid methods have been successful in
trading off applicability for improved sample-complexity. However, these have
been limited to continuous action spaces. In this work, we present a new hybrid
method based on an approximation of the dynamics as an expectation over the
next state under the current policy. This relaxation allows us to derive a
novel hybrid policy gradient estimator, combining score function and pathwise
derivative estimators, that is applicable to discrete action spaces. We show
significant gains in sample complexity, ranging between $1.7$ and $25\times$,
when learning parameterized policies on Cart Pole, Acrobot, Mountain Car and
Hand Mass. Our method is applicable to both discrete and continuous action
spaces, when competing pathwise methods are limited to the latter.",2022-11-13 15:59:26
XXX,journalArticle,2017,"M. Botvinick, D. G. T. Barrett, P. Battaglia, N. de Freitas, D. Kumaran, J. Z Leibo, T. Lillicrap, J. Modayil, S. Mohamed, N. C. Rabinowitz, D. J. Rezende, A. Santoro, T. Schaul, C. Summerfield, G. Wayne, T. Weber, D. Wierstra, S. Legg, D. Hassabis","Building Machines that Learn and Think for Themselves: Commentary on Lake et al., Behavioral and Brain Sciences, 2017",,,,,http://arxiv.org/abs/1711.08378v1,"We agree with Lake and colleagues on their list of key ingredients for
building humanlike intelligence, including the idea that model-based reasoning
is essential. However, we favor an approach that centers on one additional
ingredient: autonomy. In particular, we aim toward agents that can both build
and exploit their own internal models, with minimal human hand-engineering. We
believe an approach centered on autonomous learning has the greatest chance of
success as we scale toward real-world complexity, tackling domains for which
ready-made formal models are not available. Here we survey several important
examples of the progress that has been made toward building autonomous agents
with humanlike abilities, and highlight some outstanding challenges.",2022-11-13 15:59:26
XXX,journalArticle,2017,"Stuart Armstrong, Sören Mindermann",Occam's razor is insufficient to infer the preferences of irrational agents,,,,,http://arxiv.org/abs/1712.05812v6,"Inverse reinforcement learning (IRL) attempts to infer human rewards or
preferences from observed behavior. Since human planning systematically
deviates from rationality, several approaches have been tried to account for
specific human shortcomings. However, the general problem of inferring the
reward function of an agent of unknown rationality has received little
attention. Unlike the well-known ambiguity problems in IRL, this one is
practically relevant but cannot be resolved by observing the agent's policy in
enough environments. This paper shows (1) that a No Free Lunch result implies
it is impossible to uniquely decompose a policy into a planning algorithm and
reward function, and (2) that even with a reasonable simplicity prior/Occam's
razor on the set of decompositions, we cannot distinguish between the true
decomposition and others that lead to high regret. To address this, we need
simple `normative' assumptions, which cannot be deduced exclusively from
observations.",2022-11-13 15:59:28
XXX,journalArticle,2017,"Stuart Armstrong, Xavier O'Rourke",'Indifference' methods for managing agent rewards,,,,,http://arxiv.org/abs/1712.06365v4,"`Indifference' refers to a class of methods used to control reward based
agents. Indifference techniques aim to achieve one or more of three distinct
goals: rewards dependent on certain events (without the agent being motivated
to manipulate the probability of those events), effective disbelief (where
agents behave as if particular events could never happen), and seamless
transition from one reward function to another (with the agent acting as if
this change is unanticipated). This paper presents several methods for
achieving these goals in the POMDP setting, establishing their uses, strengths,
and requirements. These methods of control work even when the implications of
the agent's reward are otherwise not fully understood.",2022-11-13 15:59:29
XXX,journalArticle,2017,"Feng Liu, Yong Shi, Ying Liu",Three IQs of AI Systems and their Testing Methods,,,,,http://arxiv.org/abs/1712.06440v1,"The rapid development of artificial intelligence has brought the artificial
intelligence threat theory as well as the problem about how to evaluate the
intelligence level of intelligent products. Both need to find a quantitative
method to evaluate the intelligence level of intelligence systems, including
human intelligence. Based on the standard intelligence system and the extended
Von Neumann architecture, this paper proposes General IQ, Service IQ and Value
IQ evaluation methods for intelligence systems, depending on different
evaluation purposes. Among them, the General IQ of intelligence systems is to
answer the question of whether the artificial intelligence can surpass the
human intelligence, which is reflected in putting the intelligence systems on
an equal status and conducting the unified evaluation. The Service IQ and Value
IQ of intelligence systems are used to answer the question of how the
intelligent products can better serve the human, reflecting the intelligence
and required cost of each intelligence system as a product in the process of
serving human.",2022-11-13 15:59:29
XXX,journalArticle,2018,"Ziming Li, Julia Kiseleva, Alekh Agarwal, Maarten de Rijke",Learning Data-Driven Objectives to Optimize Interactive Systems,,,,,http://arxiv.org/abs/1802.06306v8,"Effective optimization is essential for interactive systems to provide a
satisfactory user experience. However, it is often challenging to find an
objective to optimize for. Generally, such objectives are manually crafted and
rarely capture complex user needs in an accurate manner. We propose an approach
that infers the objective directly from observed user interactions. These
inferences can be made regardless of prior knowledge and across different types
of user behavior. We introduce interactive system optimization, a novel
algorithm that uses these inferred objectives for optimization. Our main
contribution is a new general principled approach to optimizing interactive
systems using data-driven objectives. We demonstrate the high effectiveness of
interactive system optimization over several simulations.",2022-11-13 15:59:30
XXX,journalArticle,2018,"Miles Brundage, Shahar Avin, Jack Clark, Helen Toner, Peter Eckersley, Ben Garfinkel, Allan Dafoe, Paul Scharre, Thomas Zeitzoff, Bobby Filar, Hyrum Anderson, Heather Roff, Gregory C. Allen, Jacob Steinhardt, Carrick Flynn, Seán Ó hÉigeartaigh, Simon Beard, Haydn Belfield, Sebastian Farquhar, Clare Lyle, Rebecca Crootof, Owain Evans, Michael Page, Joanna Bryson, Roman Yampolskiy, Dario Amodei","The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation",,,,,http://arxiv.org/abs/1802.07228v1,"This report surveys the landscape of potential security threats from
malicious uses of AI, and proposes ways to better forecast, prevent, and
mitigate these threats. After analyzing the ways in which AI may influence the
threat landscape in the digital, physical, and political domains, we make four
high-level recommendations for AI researchers and other stakeholders. We also
suggest several promising areas for further research that could expand the
portfolio of defenses, or make attacks less effective or harder to execute.
Finally, we discuss, but do not conclusively resolve, the long-term equilibrium
of attackers and defenders.",2022-11-13 15:59:30
XXX,journalArticle,2018,"Anusha Mujumdar, Swarup Kumar Mohalik, Ramamurthy Badrinath",Antifragility for Intelligent Autonomous Systems,,,,,http://arxiv.org/abs/1802.09159v1,"Antifragile systems grow measurably better in the presence of hazards. This
is in contrast to fragile systems which break down in the presence of hazards,
robust systems that tolerate hazards up to a certain degree, and resilient
systems that -- like self-healing systems -- revert to their earlier expected
behavior after a period of convalescence. The notion of antifragility was
introduced by Taleb for economics systems, but its applicability has been
illustrated in biological and engineering domains as well. In this paper, we
propose an architecture that imparts antifragility to intelligent autonomous
systems, specifically those that are goal-driven and based on AI-planning. We
argue that this architecture allows the system to self-improve by uncovering
new capabilities obtained either through the hazards themselves (opportunistic)
or through deliberation (strategic). An AI planning-based case study of an
autonomous wheeled robot is presented. We show that with the proposed
architecture, the robot develops antifragile behaviour with respect to an oil
spill hazard.",2022-11-13 15:59:31
XXX,journalArticle,2018,"Alexander Boer, Giovanni Sileno",Institutional Metaphors for Designing Large-Scale Distributed AI versus AI Techniques for Running Institutions,,,,,http://arxiv.org/abs/1803.03407v2,"Artificial Intelligence (AI) started out with an ambition to reproduce the
human mind, but, as the sheer scale of that ambition became manifest, it
quickly retreated into either studying specialized intelligent behaviours, or
proposing over-arching architectural concepts for interfacing specialized
intelligent behaviour components, conceived of as agents in a kind of
organization. This agent-based modeling paradigm, in turn, proves to have
interesting applications in understanding, simulating, and predicting the
behaviour of social and legal structures on an aggregate level. For these
reasons, this chapter examines a number of relevant cross-cutting concerns,
conceptualizations, modeling problems and design challenges in large-scale
distributed Artificial Intelligence, as well as in institutional systems, and
identifies potential grounds for novel advances.",2022-11-13 15:59:31
XXX,journalArticle,2018,"Daniel S. Weld, Gagan Bansal",The Challenge of Crafting Intelligible Intelligence,,,,,http://arxiv.org/abs/1803.04263v3,"Since Artificial Intelligence (AI) software uses techniques like deep
lookahead search and stochastic optimization of huge neural networks to fit
mammoth datasets, it often results in complex behavior that is difficult for
people to understand. Yet organizations are deploying AI algorithms in many
mission-critical settings. To trust their behavior, we must make AI
intelligible, either by using inherently interpretable models or by developing
new methods for explaining and controlling otherwise overwhelmingly complex
decisions using local approximation, vocabulary alignment, and interactive
explanation. This paper argues that intelligibility is essential, surveys
recent work on building such systems, and highlights key directions for
research.",2022-11-13 15:59:32
XXX,journalArticle,2018,"Virginia Dignum, Frank Dignum",A Logic of Agent Organizations,"Logic Journal of the IGPL, vol. 20, no. 1, pp. 283-316, Feb. 2012",,,10.1093/jigpal/jzr041,http://arxiv.org/abs/1804.10817v1,"Organization concepts and models are increasingly being adopted for the
design and specification of multi-agent systems. Agent organizations can be
seen as mechanisms of social order, created to achieve global (or
organizational) objectives by more or less autonomous agents. In order to
develop a theory on the relation between organizational structures,
organizational objectives and the actions of agents fulfilling roles in the
organization a theoretical framework is needed to describe organizational
structures and actions of (groups of) agents. Current logical formalisms focus
on specific aspects of organizations (e.g. power, delegation, agent actions, or
normative issues) but a framework that integrates and relates different aspects
is missing. Given the amount of aspects involved and the subsequent complexity
of a formalism encompassing them all, it is difficult to realize. In this
paper, a first step is taken to solve this problem. We present a generic formal
model that enables to specify and relate the main concepts of an organization
(including, activity, structure, environment and others) so that organizations
can be analyzed at a high level of abstraction. However, for some aspects we
use a simplified model in order to avoid the complexity of combining many
different types of (modal) operators.",2022-11-13 15:59:33
XXX,journalArticle,2018,"Richard Tomsett, Dave Braines, Dan Harborne, Alun Preece, Supriyo Chakraborty",Interpretable to Whom? A Role-based Model for Analyzing Interpretable Machine Learning Systems,,,,,http://arxiv.org/abs/1806.07552v1,"Several researchers have argued that a machine learning system's
interpretability should be defined in relation to a specific agent or task: we
should not ask if the system is interpretable, but to whom is it interpretable.
We describe a model intended to help answer this question, by identifying
different roles that agents can fulfill in relation to the machine learning
system. We illustrate the use of our model in a variety of scenarios, exploring
how an agent's role influences its goals, and the implications for defining
interpretability. Finally, we make suggestions for how our model could be
useful to interpretability researchers, system developers, and regulatory
bodies auditing machine learning systems.",2022-11-13 15:59:33
XXX,journalArticle,2018,Eray Özkural,The Foundations of Deep Learning with a Path Towards General Intelligence,,,,,http://arxiv.org/abs/1806.08874v1,"Like any field of empirical science, AI may be approached axiomatically. We
formulate requirements for a general-purpose, human-level AI system in terms of
postulates. We review the methodology of deep learning, examining the explicit
and tacit assumptions in deep learning research. Deep Learning methodology
seeks to overcome limitations in traditional machine learning research as it
combines facets of model richness, generality, and practical applicability. The
methodology so far has produced outstanding results due to a productive synergy
of function approximation, under plausible assumptions of irreducibility and
the efficiency of back-propagation family of algorithms. We examine these
winning traits of deep learning, and also observe the various known failure
modes of deep learning. We conclude by giving recommendations on how to extend
deep learning methodology to cover the postulates of general-purpose AI
including modularity, and cognitive architecture. We also relate deep learning
to advances in theoretical neuroscience research.",2022-11-13 15:59:34
XXX,journalArticle,2018,"James Max Kanter, Benjamin Schreck, Kalyan Veeramachaneni",Machine learning 2.0 : Engineering Data Driven AI Products,,,,,http://arxiv.org/abs/1807.00401v1,"ML 2.0: In this paper, we propose a paradigm shift from the current practice
of creating machine learning models - which requires months-long discovery,
exploration and ""feasibility report"" generation, followed by re-engineering for
deployment - in favor of a rapid, 8-week process of development, understanding,
validation and deployment that can executed by developers or subject matter
experts (non-ML experts) using reusable APIs. This accomplishes what we call a
""minimum viable data-driven model,"" delivering a ready-to-use machine learning
model for problems that haven't been solved before using machine learning. We
provide provisions for the refinement and adaptation of the ""model,"" with
strict enforcement and adherence to both the scaffolding/abstractions and the
process. We imagine that this will bring forth the second phase in machine
learning, in which discovery is subsumed by more targeted goals of delivery and
impact.",2022-11-13 15:59:35
XXX,journalArticle,2018,"Catarina Moreira, Andreas Wichert",Introducing Quantum-Like Influence Diagrams for Violations of the Sure Thing Principle,"Quantum Interactions, 2018",,,,http://arxiv.org/abs/1807.06142v2,"It is the focus of this work to extend and study the previously proposed
quantum-like Bayesian networks to deal with decision-making scenarios by
incorporating the notion of maximum expected utility in influence diagrams. The
general idea is to take advantage of the quantum interference terms produced in
the quantum-like Bayesian Network to influence the probabilities used to
compute the expected utility of some action. This way, we are not proposing a
new type of expected utility hypothesis. On the contrary, we are keeping it
under its classical definition. We are only incorporating it as an extension of
a probabilistic graphical model in a compact graphical representation called an
influence diagram in which the utility function depends on the probabilistic
influences of the quantum-like Bayesian network.
  Our findings suggest that the proposed quantum-like influence digram can
indeed take advantage of the quantum interference effects of quantum-like
Bayesian Networks to maximise the utility of a cooperative behaviour in
detriment of a fully rational defect behaviour under the prisoner's dilemma
game.",2022-11-13 15:59:35
XXX,journalArticle,2018,Jean-Marie Chauvet,The 30-Year Cycle In The AI Debate,,,,,http://arxiv.org/abs/1810.04053v1,"In the last couple of years, the rise of Artificial Intelligence and the
successes of academic breakthroughs in the field have been inescapable. Vast
sums of money have been thrown at AI start-ups. Many existing tech companies --
including the giants like Google, Amazon, Facebook, and Microsoft -- have
opened new research labs. The rapid changes in these everyday work and
entertainment tools have fueled a rising interest in the underlying technology
itself; journalists write about AI tirelessly, and companies -- of tech nature
or not -- brand themselves with AI, Machine Learning or Deep Learning whenever
they get a chance. Confronting squarely this media coverage, several analysts
are starting to voice concerns about over-interpretation of AI's blazing
successes and the sometimes poor public reporting on the topic. This paper
reviews briefly the track-record in AI and Machine Learning and finds this
pattern of early dramatic successes, followed by philosophical critique and
unexpected difficulties, if not downright stagnation, returning almost to the
clock in 30-year cycles since 1958.",2022-11-13 15:59:36
XXX,journalArticle,2018,"Yuu Jinnai, David Abel, D Ellis Hershkowitz, Michael Littman, George Konidaris",Finding Options that Minimize Planning Time,,,,,http://arxiv.org/abs/1810.07311v3,"We formalize the problem of selecting the optimal set of options for planning
as that of computing the smallest set of options so that planning converges in
less than a given maximum of value-iteration passes. We first show that the
problem is NP-hard, even if the task is constrained to be deterministic---the
first such complexity result for option discovery. We then present the first
polynomial-time boundedly suboptimal approximation algorithm for this setting,
and empirically evaluate it against both the optimal options and a
representative collection of heuristic approaches in simple grid-based domains
including the classic four-rooms problem.",2022-11-13 15:59:37
XXX,journalArticle,2018,"Tae Wan Kim, Thomas Donaldson, John Hooker",Mimetic vs Anchored Value Alignment in Artificial Intelligence,,,,,http://arxiv.org/abs/1810.11116v1,"""Value alignment"" (VA) is considered as one of the top priorities in AI
research. Much of the existing research focuses on the ""A"" part and not the ""V""
part of ""value alignment."" This paper corrects that neglect by emphasizing the
""value"" side of VA and analyzes VA from the vantage point of requirements in
value theory, in particular, of avoiding the ""naturalistic fallacy""--a major
epistemic caveat. The paper begins by isolating two distinct forms of VA:
""mimetic"" and ""anchored."" Then it discusses which VA approach better avoids the
naturalistic fallacy. The discussion reveals stumbling blocks for VA approaches
that neglect implications of the naturalistic fallacy. Such problems are more
serious in mimetic VA since the mimetic process imitates human behavior that
may or may not rise to the level of correct ethical behavior. Anchored VA,
including hybrid VA, in contrast, holds more promise for future VA since it
anchors alignment by normative concepts of intrinsic value.",2022-11-13 15:59:38
XXX,journalArticle,2018,Dmitry Maximov,An Optimal Itinerary Generation in a Configuration Space of Large Intellectual Agent Groups with Linear Logic,"Advances in Systems Science and Applications. 2019. Vol. 19, No 4.
  P. 79-86 https://ijassa.ipu.ru/index.php/ijassa/article/view/829/513",,,,http://arxiv.org/abs/1811.02216v1,"A group of intelligent agents which fulfill a set of tasks in parallel is
represented first by the tensor multiplication of corresponding processes in a
linear logic game category. An optimal itinerary in the configuration space of
the group states is defined as a play with maximal total reward in the
category. New moments also are: the reward is represented as a degree of
certainty (visibility) of an agent goal, and the system goals are chosen by the
greatest value corresponding to these processes in the system goal lattice.",2022-11-13 15:59:39
XXX,journalArticle,2018,Daniel Muller,Economics of Human-AI Ecosystem: Value Bias and Lost Utility in Multi-Dimensional Gaps,,,,,http://arxiv.org/abs/1811.06606v2,"In recent years, artificial intelligence (AI) decision-making and autonomous
systems became an integrated part of the economy, industry, and society. The
evolving economy of the human-AI ecosystem raising concerns regarding the risks
and values inherited in AI systems. This paper investigates the dynamics of
creation and exchange of values and points out gaps in perception of
cost-value, knowledge, space and time dimensions. It shows aspects of value
bias in human perception of achievements and costs that encoded in AI systems.
It also proposes rethinking hard goals definitions and cost-optimal
problem-solving principles in the lens of effectiveness and efficiency in the
development of trusted machines. The paper suggests a value-driven with cost
awareness strategy and principles for problem-solving and planning of effective
research progress to address real-world problems that involve diverse forms of
achievements, investments, and survival scenarios.",2022-11-13 15:59:39
XXX,journalArticle,2018,"Naveen Sundar Govindarajulu, Selmer Bringsjord, Rikhiya Ghosh",Toward the Engineering of Virtuous Machines,,,,,http://arxiv.org/abs/1812.03868v2,"While various traditions under the 'virtue ethics' umbrella have been studied
extensively and advocated by ethicists, it has not been clear that there exists
a version of virtue ethics rigorous enough to be a target for machine ethics
(which we take to include the engineering of an ethical sensibility in a
machine or robot itself, not only the study of ethics in the humans who might
create artificial agents). We begin to address this by presenting an embryonic
formalization of a key part of any virtue-ethics theory: namely, the learning
of virtue by a focus on exemplars of moral virtue. Our work is based in part on
a computational formal logic previously used to formally model other ethical
theories and principles therein, and to implement these models in artificial
agents.",2022-11-13 15:59:40
XXX,journalArticle,2018,"Yi Zeng, Enmeng Lu, Cunqing Huangfu",Linking Artificial Intelligence Principles,,,,,http://arxiv.org/abs/1812.04814v1,"Artificial Intelligence principles define social and ethical considerations
to develop future AI. They come from research institutes, government
organizations and industries. All versions of AI principles are with different
considerations covering different perspectives and making different emphasis.
None of them can be considered as complete and can cover the rest AI principle
proposals. Here we introduce LAIP, an effort and platform for linking and
analyzing different Artificial Intelligence Principles. We want to explicitly
establish the common topics and links among AI Principles proposed by different
organizations and investigate on their uniqueness. Based on these efforts, for
the long-term future of AI, instead of directly adopting any of the AI
principles, we argue for the necessity of incorporating various AI Principles
into a comprehensive framework and focusing on how they can interact and
complete each other.",2022-11-13 15:59:40
XXX,journalArticle,2018,Tshilidzi Marwala,Can rationality be measured?,,,,,http://arxiv.org/abs/1812.10144v1,"This paper studies whether rationality can be computed. Rationality is
defined as the use of complete information, which is processed with a perfect
biological or physical brain, in an optimized fashion. To compute rationality
one needs to quantify how complete is the information, how perfect is the
physical or biological brain and how optimized is the entire decision making
system. The rationality of a model (i.e. physical or biological brain) is
measured by the expected accuracy of the model. The rationality of the
optimization procedure is measured as the ratio of the achieved objective (i.e.
utility) to the global objective. The overall rationality of a decision is
measured as the product of the rationality of the model and the rationality of
the optimization procedure. The conclusion reached is that rationality can be
computed for convex optimization problems.",2022-11-13 15:59:41
XXX,journalArticle,2019,"Alexander Matt Turner, Dylan Hadfield-Menell, Prasad Tadepalli",Conservative Agency via Attainable Utility Preservation,,,,10.1145/3375627.3375851,http://arxiv.org/abs/1902.09725v3,"Reward functions are easy to misspecify; although designers can make
corrections after observing mistakes, an agent pursuing a misspecified reward
function can irreversibly change the state of its environment. If that change
precludes optimization of the correctly specified reward function, then
correction is futile. For example, a robotic factory assistant could break
expensive equipment due to a reward misspecification; even if the designers
immediately correct the reward function, the damage is done. To mitigate this
risk, we introduce an approach that balances optimization of the primary reward
function with preservation of the ability to optimize auxiliary reward
functions. Surprisingly, even when the auxiliary reward functions are randomly
generated and therefore uninformative about the correctly specified reward
function, this approach induces conservative, effective behavior.",2022-11-13 15:59:41
XXX,journalArticle,2019,"Tom Everitt, Pedro A. Ortega, Elizabeth Barnes, Shane Legg",Understanding Agent Incentives using Causal Influence Diagrams. Part I: Single Action Settings,,,,,http://arxiv.org/abs/1902.09980v7,"Agents are systems that optimize an objective function in an environment.
Together, the goal and the environment induce secondary objectives, incentives.
Modeling the agent-environment interaction using causal influence diagrams, we
can answer two fundamental questions about an agent's incentives directly from
the graph: (1) which nodes can the agent have an incentivize to observe, and
(2) which nodes can the agent have an incentivize to control? The answers tell
us which information and influence points need extra protection. For example,
we may want a classifier for job applications to not use the ethnicity of the
candidate, and a reinforcement learning agent not to take direct control of its
reward mechanism. Different algorithms and training paradigms can lead to
different causal influence diagrams, so our method can be used to identify
algorithms with problematic incentives and help in designing algorithms with
better incentives.",2022-11-13 15:59:42
XXX,journalArticle,2019,Thilo Hagendorff,The Ethics of AI Ethics -- An Evaluation of Guidelines,"Minds & Machines, 2020",,,10.1007/s11023-020-09517-8,http://arxiv.org/abs/1903.03425v2,"Current advances in research, development and application of artificial
intelligence (AI) systems have yielded a far-reaching discourse on AI ethics.
In consequence, a number of ethics guidelines have been released in recent
years. These guidelines comprise normative principles and recommendations aimed
to harness the ""disruptive"" potentials of new AI technologies. Designed as a
comprehensive evaluation, this paper analyzes and compares these guidelines
highlighting overlaps but also omissions. As a result, I give a detailed
overview of the field of AI ethics. Finally, I also examine to what extent the
respective ethical principles and values are implemented in the practice of
research, development and application of AI systems - and how the effectiveness
in the demands of AI ethics can be improved.",2022-11-13 15:59:42
XXX,journalArticle,2019,"Smitha Milli, Anca D. Dragan",Literal or Pedagogic Human? Analyzing Human Model Misspecification in Objective Learning,,,,,http://arxiv.org/abs/1903.03877v2,"It is incredibly easy for a system designer to misspecify the objective for
an autonomous system (""robot''), thus motivating the desire to have the robot
learn the objective from human behavior instead. Recent work has suggested that
people have an interest in the robot performing well, and will thus behave
pedagogically, choosing actions that are informative to the robot. In turn,
robots benefit from interpreting the behavior by accounting for this pedagogy.
In this work, we focus on misspecification: we argue that robots might not know
whether people are being pedagogic or literal and that it is important to ask
which assumption is safer to make. We cast objective learning into the more
general form of a common-payoff game between the robot and human, and prove
that in any such game literal interpretation is more robust to
misspecification. Experiments with human data support our theoretical results
and point to the sensitivity of the pedagogic assumption.",2022-11-13 15:59:43
XXX,journalArticle,2019,"Bharat Prakash, Mohit Khatwani, Nicholas Waytowich, Tinoosh Mohsenin",Improving Safety in Reinforcement Learning Using Model-Based Architectures and Human Intervention,,,,,http://arxiv.org/abs/1903.09328v1,"Recent progress in AI and Reinforcement learning has shown great success in
solving complex problems with high dimensional state spaces. However, most of
these successes have been primarily in simulated environments where failure is
of little or no consequence. Most real-world applications, however, require
training solutions that are safe to operate as catastrophic failures are
inadmissible especially when there is human interaction involved. Currently,
Safe RL systems use human oversight during training and exploration in order to
make sure the RL agent does not go into a catastrophic state. These methods
require a large amount of human labor and it is very difficult to scale up. We
present a hybrid method for reducing the human intervention time by combining
model-based approaches and training a supervised learner to improve sample
efficiency while also ensuring safety. We evaluate these methods on various
grid-world environments using both standard and visual representations and show
that our approach achieves better performance in terms of sample efficiency,
number of catastrophic states reached as well as overall task performance
compared to traditional model-free approaches",2022-11-13 15:59:43
XXX,journalArticle,2019,"Mohannad Babli, Eva Onaindia, Eliseo Marzal",Extending planning knowledge using ontologies for goal opportunities,"31st IBIMA Conference (2018), INNOVATION MANAGEMENT AND EDUCATION
  EXCELLENCE THROUGH VISION 2020, VOLS IV-VI (3199-3208)",,,,http://arxiv.org/abs/1904.03606v1,"Approaches to goal-directed behaviour including online planning and
opportunistic planning tackle a change in the environment by generating
alternative goals to avoid failures or seize opportunities. However, current
approaches only address unanticipated changes related to objects or object
types already defined in the planning task that is being solved. This article
describes a domain-independent approach that advances the state of the art by
extending the knowledge of a planning task with relevant objects of new types.
The approach draws upon the use of ontologies, semantic measures, and ontology
alignment to accommodate newly acquired data that trigger the formulation of
goal opportunities inducing a better-valued plan.",2022-11-13 15:59:44
XXX,journalArticle,2019,George Cevora,The relationship between Biological and Artificial Intelligence,,,,,http://arxiv.org/abs/1905.00547v1,"Intelligence can be defined as a predominantly human ability to accomplish
tasks that are generally hard for computers and animals. Artificial
Intelligence [AI] is a field attempting to accomplish such tasks with
computers. AI is becoming increasingly widespread, as are claims of its
relationship with Biological Intelligence. Often these claims are made to imply
higher chances of a given technology succeeding, working on the assumption that
AI systems which mimic the mechanisms of Biological Intelligence should be more
successful.
  In this article I will discuss the similarities and differences between AI
and the extent of our knowledge about the mechanisms of intelligence in
biology, especially within humans. I will also explore the validity of the
assumption that biomimicry in AI systems aids their advancement, and I will
argue that existing similarity to biological systems in the way Artificial
Neural Networks [ANNs] tackle tasks is due to design decisions, rather than
inherent similarity of underlying mechanisms. This article is aimed at people
who understand the basics of AI (especially ANNs), and would like to be better
able to evaluate the often wild claims about the value of biomimicry in AI.",2022-11-13 15:59:44
XXX,journalArticle,2019,"Philip Feldman, Aaron Dant, Aaron Massey",Integrating Artificial Intelligence into Weapon Systems,,,,,http://arxiv.org/abs/1905.03899v1,"The integration of Artificial Intelligence (AI) into weapon systems is one of
the most consequential tactical and strategic decisions in the history of
warfare. Current AI development is a remarkable combination of accelerating
capability, hidden decision mechanisms, and decreasing costs. Implementation of
these systems is in its infancy and exists on a spectrum from resilient and
flexible to simplistic and brittle. Resilient systems should be able to
effectively handle the complexities of a high-dimensional battlespace.
Simplistic AI implementations could be manipulated by an adversarial AI that
identifies and exploits their weaknesses.
  In this paper, we present a framework for understanding the development of
dynamic AI/ML systems that interactively and continuously adapt to their user's
needs. We explore the implications of increasingly capable AI in the kill chain
and how this will lead inevitably to a fully automated, always on system,
barring regulation by treaty. We examine the potential of total integration of
cyber and physical security and how this likelihood must inform the development
of AI-enabled systems with respect to the ""fog of war"", human morals, and
ethics.",2022-11-13 15:59:45
